NAME, STREET, CITY, STATE, ZIP, LATITUDE, LONGITUDE, DISTRICT, REPRESENTATIVE, SENATOR 1, SENATOR 2 
Home, 18 Saint Rose Street, #1, Jamaica Plain, MA, 02130, 42.304439, -71.115435, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
Database Designs, 101 Tremont, Boston, MA, 02110, 42.357156, -71.061298, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
, , , , , 0.000000, 0.000000, , , ,  
